RANKING,PLAYER,TEAM,AGE,GP,W,L,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,USG%,PACE,PIE,POSS
1,Andrew Wiggins,MIN,23,82,47,35,36.3,112.5,108.9,3.5,8,1.16,9.2,2.8,9.4,6.1,7.9,48.1,50.5,22.8,97.56,7.6,6052
1,Bismack Biyombo,ORL,25,82,25,57,18.2,97.9,111.4,-13.6,7,0.79,11.5,9.1,20.9,14.9,14.7,52,55.6,14.6,97.92,9.8,3042
1,Bradley Beal,WAS,25,82,43,39,36.3,108.7,106.3,2.4,20.6,1.74,16.9,2.1,10.1,6.2,9.7,52.7,56.4,26.8,97.82,12.5,6081
1,Cory Joseph,IND,26,82,48,34,27,105.4,106.5,-1.1,16.4,2.99,26.2,1.7,10.1,5.9,8.8,47.9,50.3,14.3,97.89,7.8,4506
1,Darius Miller,NOP,28,82,48,34,23.7,108.1,108.7,-0.6,7.6,1.91,16.4,0.9,7,4.1,8.6,59.4,61.7,12.4,102.1,5.6,4137
1,Dillon Brooks,MEM,22,82,22,60,28.7,102.4,107.4,-5,9.2,1.09,12.3,2.1,9.2,5.6,11.3,50.1,53.1,18.4,95.9,6.3,4690
1,Dragan Bender,PHX,20,82,21,61,25.2,100.6,110.9,-10.3,8.9,1.16,17.4,1.8,14.9,8.2,15,50.8,52.4,12.5,102.2,5.8,4397
1,E'Twaun Moore,NOP,29,82,48,34,31.5,108.7,106.1,2.6,9.9,1.83,16.3,2.3,6.5,4.5,8.9,58.5,59.3,15.8,102.57,7.3,5528
1,Ish Smith,DET,29,82,39,43,24.9,106.8,105.9,0.8,27.3,3.33,27.3,1.3,9.5,5.4,8.2,50.7,52.5,20.3,98.58,10.6,4199
1,Jakob Poeltl,TOR,22,82,59,23,18.6,111.9,103.7,8.3,5.4,0.67,10.1,10.7,15,12.9,15.1,66,66.2,14.3,98.72,9.7,3129
1,Joe Ingles,UTA,30,82,48,34,31.4,107.7,102.4,5.3,22.2,2.47,30,1,12.5,6.8,12.2,60.9,62.3,15.6,97.56,10.7,5236
1,Julius Randle,LAL,23,82,35,47,26.7,107,108.4,-1.4,15.8,0.99,13.9,8.2,20.2,14.4,14.1,56.3,60.6,25.1,101.3,13.5,4615
1,Karl-Anthony Towns,MIN,22,82,47,35,35.6,115.3,109.2,6.1,10.5,1.25,11.7,8.5,27.2,17.9,9.3,59.6,64.6,22.5,96.15,16.5,5852
1,Khris Middleton,MIL,26,82,44,38,36.4,110.3,108.7,1.6,17.2,1.72,17,1.6,13.3,7.6,9.9,52.4,57.7,23.9,97.78,11.4,6074
1,Lance Stephenson,IND,27,82,48,34,22.6,106.1,109.4,-3.2,18.6,1.79,20.8,3.3,20.3,11.5,11.6,47.5,49.5,20.8,97.8,9.7,3776
1,LeBron James,CLE,33,82,50,32,36.9,113.7,112.1,1.6,43.2,2.15,25.8,3.3,20.1,11.9,12,59,62.1,31,99.12,19.1,6250
1,Marcin Gortat,WAS,34,82,43,39,25.3,107.4,105.3,2.1,10.3,1.53,17.1,8.9,21.3,15.1,11.2,51.8,54.6,15.3,98,10.4,4243
1,P.J. Tucker,HOU,33,82,65,17,27.8,114.8,103.4,11.4,4.7,1.04,12.4,4.1,16,10.1,12,52,53.7,10.3,98.82,5.9,4692
1,Pat Connaughton,POR,25,82,49,33,18.1,107.8,103.5,4.3,8.5,2.12,16.8,2.3,8,5.2,7.9,51.8,53.9,12.8,99.01,5.8,3073
1,Patrick Patterson,OKC,29,82,48,34,15.5,102.6,105.7,-3.1,6.8,1.73,15.1,2.4,12.8,7.4,8.7,52.3,55.5,11.2,96.4,7.4,2552
1,Patty Mills,SAS,29,82,47,35,25.7,107.8,105.3,2.6,15.8,2.16,21.5,1.2,6.1,3.6,10,52.3,55.8,17.2,97.02,7.5,4260
1,Raymond Felton,OKC,34,82,48,34,16.6,103.5,104.7,-1.3,25.5,2.67,23.9,1.8,9.7,5.6,9,47.9,49.4,21,95.93,10.1,2722
1,Taj Gibson,MIN,33,82,47,35,33.2,113.2,108.5,4.6,5.1,1.11,9.9,7.2,14.6,10.9,8.9,58.1,61,14.4,97.18,9.4,5513
1,Taurean Prince,ATL,24,82,24,58,30,103.8,111.4,-7.5,13.5,1.12,14.7,2,13.8,7.8,13.1,51.6,54.9,21.6,100.03,9,5145
1,Tyus Jones,MIN,22,82,47,35,17.9,110.8,105.2,5.6,21.5,3.93,35.6,1.1,8.3,4.7,9,52.6,57.2,12.4,97.49,9,2985
1,Yogi Ferrell,DAL,25,82,24,58,27.8,103.4,103.2,0.2,13.7,2.58,19.1,1.1,9.7,5.4,7.4,51.8,54,16.6,97.66,8.2,4638
27,Aron Baynes,BOS,31,81,54,27,18.3,104.1,97.7,6.5,9.5,1.16,14.2,8.6,19.6,14.1,12.3,47.4,50.2,16.6,96.78,8.7,2989
27,Ben Simmons,PHI,21,81,51,30,33.7,109.5,102.9,6.6,36.2,2.38,31.6,5.3,17.1,11.5,13.3,54.5,55.7,21.9,101.77,15.4,5793
27,CJ McCollum,POR,26,81,48,33,36.1,107.3,105.8,1.6,15.6,1.8,13.4,1.7,8.9,5.3,7.4,50.6,53.6,25.9,98.2,10.9,5993
27,Dejounte Murray,SAS,21,81,47,34,21.5,103,98.7,4.3,20.2,1.72,22.2,6.1,19.6,12.8,12.9,45.1,48.5,20.1,97.27,11.7,3532
27,Doug McDermott,DAL,26,81,30,51,21.8,103.9,105.1,-1.2,6.5,1.41,11.7,2.2,8.7,5.5,8.3,55.7,57.9,14.4,99.28,6.9,3661
27,Dwight Howard,CHA,32,81,35,46,30.4,109.6,108.2,1.4,6.9,0.5,7.1,10.1,29.5,19.9,14,55.6,57.7,23.8,99.41,13.6,5110
27,Jamal Murray,DEN,21,81,46,35,31.7,113.9,110.2,3.7,15.9,1.59,17.1,3.3,8.7,6,10.8,52.9,57.6,22.3,97.75,9.6,5237
27,Jerami Grant,OKC,24,81,48,33,20.3,106.5,104.7,1.7,5.5,1.06,8.5,5,14,9.4,8.1,57,60.7,16.1,98.37,10.1,3356
27,Jordan Clarkson,CLE,26,81,40,41,23.3,104.6,106.5,-1.9,19.3,1.74,16.1,2.9,8,5.5,9.3,50.9,54.2,25.3,101.14,11.5,3994
27,Josh Richardson,MIA,24,81,44,37,33.2,105,104.2,0.8,13.1,1.65,17.6,2.5,8,5.3,10.7,52.3,55.1,17.6,97.38,8.6,5456
27,Jrue Holiday,NOP,28,81,47,34,36.1,109.4,104.5,4.9,24.3,2.28,23.8,2.2,9.5,6,10.4,54.3,57,22.5,102.25,11.8,6242
27,Kelly Oubre Jr.,WAS,22,81,43,38,27.5,105.9,108.2,-2.4,6.7,1.09,9.1,2.6,13.6,8.1,8.3,48.2,53.4,18.8,99.49,7.9,4622
27,Pascal Siakam,TOR,24,81,59,22,20.7,111.2,102.3,8.9,13.3,2.37,21,4.8,16.8,10.9,8.9,53.7,54.9,15.4,98.4,10.2,3441
27,Thaddeus Young,IND,30,81,48,33,32.2,108.7,105,3.7,8.5,1.45,13.1,7.4,12.8,10.1,9,52.1,52.8,17.1,97.17,9,5285
27,Will Barton,DEN,27,81,46,35,33.1,110.7,108.6,2.1,18.5,2.22,20.7,2.6,12.6,7.5,9.3,52.8,56.2,20.1,98.63,10.9,5517
42,Bojan Bogdanovic,IND,29,80,47,33,30.8,106.4,104.9,1.5,7.1,1.12,10.3,1.2,9.7,5.5,9.1,56.5,60.5,18.5,98.36,9.1,5056
42,Bryn Forbes,SAS,24,80,46,34,19,106.3,102.8,3.5,7.7,2.16,12.5,0.8,6.5,3.6,5.8,51,52.5,15.9,97.94,5.5,3102
42,Buddy Hield,SAC,25,80,27,53,25.3,103.1,107.2,-4.1,12.7,1.25,12.5,2.7,12.9,7.6,10,54,55.7,23.6,96.26,10.9,4066
42,DeMar DeRozan,TOR,28,80,57,23,33.9,114.2,106.5,7.7,24.5,2.38,18.7,2.1,9.1,5.7,7.8,48.8,55.5,28.6,99.47,13.5,5624
42,JR Smith,CLE,32,80,49,31,28.1,110.9,113.2,-2.3,8.7,1.74,16.7,1.3,9.2,5.3,9.6,52.4,53.4,13.6,99.03,5.2,4626
42,Jae Crowder,UTA,27,80,52,28,26.1,107.9,107.2,0.6,7.1,1.34,10.9,2.9,10.3,6.6,8.1,48.6,52.5,16.9,99.67,6.1,4339
42,Jamal Crawford,MIN,38,80,45,35,20.7,108.4,112.8,-4.5,17.7,1.95,17.4,1.3,5,3.1,8.9,48.5,51.9,23.1,98.26,7.9,3384
42,Jayson Tatum,BOS,20,80,53,27,30.5,107.7,100.8,6.9,8.1,1.12,10.7,2.1,13.8,8.1,9.6,53.8,58.6,19.2,97.42,10.8,4959
42,Jeremy Lamb,CHA,26,80,36,44,24.6,109.3,107.9,1.3,15.4,2,15.6,2.4,14,8,7.8,51.3,55.9,22,98.9,11.6,4064
42,Kemba Walker,CHA,28,80,36,44,34.2,111.3,108,3.3,26.4,2.48,20.6,1.1,7.7,4.4,8.3,51.6,57.2,26.7,99.31,13.1,5669
42,Marco Belinelli,PHI,32,80,39,41,24.3,105.4,106.8,-1.4,11.5,1.57,13.8,1,6.6,3.8,8.8,53.9,58.1,19.7,101.06,9.3,4112
42,Nick Young,GSW,33,80,56,24,17.4,106.8,106,0.8,3.8,0.92,6.1,1.5,7.1,4.4,6.6,53.8,56.2,16.9,101.41,6.1,2952
42,Robert Covington,PHI,27,80,51,29,31.6,109.9,100,9.9,8.4,1.24,13.3,2.2,13.7,8.2,10.7,53.4,56.3,16.8,101.42,9,5347
42,Russell Westbrook,OKC,29,80,47,33,36.4,112.3,105.6,6.6,46.4,2.15,26.3,4.8,22.6,13.3,12.2,47.7,52.4,32.6,99.59,18.6,6037
42,Spencer Dinwiddie,BKN,25,80,28,52,28.8,107.3,108.6,-1.3,34.9,4.09,32.8,1.6,9.4,5.4,8,47.1,52.7,20.1,99.2,10.8,4751
42,Terry Rozier,BOS,24,80,54,26,25.9,104.3,101.6,2.6,18.4,2.9,19.7,2.9,14.4,8.7,6.8,49.1,52,19.9,97.59,11.8,4209
42,Tobias Harris,LAC,25,80,39,41,33.3,108.3,110.6,-2.3,11.5,1.83,12,2.1,14.5,8.1,6.5,53.5,56.5,22.7,98.2,11.3,5464
59,Anthony Tolliver,DET,33,79,37,42,22.2,105.9,105,0.9,7.6,1.55,13.4,2.7,10.9,6.7,8.6,63.2,66.3,14.4,97.94,8.6,3581
59,Donovan Mitchell,UTA,21,79,46,33,33.4,108.3,101.5,6.8,18.9,1.35,14.6,2,9.3,5.7,10.8,50.6,54.1,28.3,97.65,10.9,5364
59,Dwight Powell,DAL,26,79,23,56,21.2,105.3,104.5,0.9,8.5,1.54,13.8,8,19,13.4,9,62.6,65.6,15.1,97.97,11.9,3401
59,Evan Turner,POR,29,79,48,31,25.7,104.5,105.6,-1.1,12.8,1.75,19.3,1.4,10,5.7,11,48.4,52,15.3,98.4,7.1,4168
59,Frank Kaminsky,CHA,25,79,35,44,23.2,107.7,110,-2.3,11.3,1.95,13,2.3,13.9,7.8,6.7,50.1,54.5,20.2,98.79,9.8,3791
59,Gorgui Dieng,MIN,28,79,45,34,16.9,103.9,110.5,-6.6,8,1.2,12.5,7.8,20.1,13.7,10.4,50.4,54.3,15.9,99.83,9.3,2763
59,Jusuf Nurkic,POR,23,79,48,31,26.4,106.7,103.1,3.6,11.5,0.78,10.3,8.7,23.7,16.2,13.2,50.5,52.8,25.7,98.73,12.7,4297
59,Lou Williams,LAC,31,79,42,37,32.8,111.8,110.2,1.6,25.4,1.78,19,1.5,5.9,3.8,10.7,50.5,57.4,28.5,101.77,12.7,5504
59,Paul George,OKC,28,79,47,32,36.6,109.7,106,3.7,14.3,1.24,13.3,2.3,13.2,7.6,10.7,52.1,57,24.8,99.23,12,5978
59,Troy Daniels,PHX,26,79,20,59,20.5,101.1,113.3,-12.2,4.7,0.86,6.8,0.7,6.9,3.7,8,56.3,58.3,16.8,101.6,5.8,3439
69,Andre Drummond,DET,24,78,37,41,33.7,107,108,-1,14,1.19,15.8,14.5,32.9,23.4,13.4,52.9,55.5,20.7,97.79,15.6,5348
69,Bogdan Bogdanovic,SAC,25,78,26,52,27.9,102.6,111.2,-8.6,18.3,2.06,21.5,1.4,9.4,5.3,10.4,52.9,55.6,19.2,96.77,8.7,4393
69,Carmelo Anthony,OKC,34,78,46,32,32.1,111.6,106.4,5.2,6.1,1.04,7.1,2.5,15.8,8.8,6.8,47.6,50.3,22.3,99.12,8.6,5165
69,Dario Saric,PHI,24,78,49,29,29.6,108.9,103,5.9,12.9,1.36,15.2,6.7,14.7,10.8,11.1,54.1,58.2,20.4,101.15,11.5,4868
69,Ed Davis,POR,29,78,48,30,18.9,107.9,103.9,4.1,3.9,0.61,9,12.1,25.4,18.8,14.8,58.2,60.7,12,96.37,11.5,2939
69,Frank Ntilikina,NYK,19,78,28,50,21.9,102.4,104.6,-2.2,21,1.91,27.4,2.1,7.9,5,14.4,41.4,43.7,16.6,98.82,4.8,3501
69,Jeff Green,CLE,31,78,47,31,23.4,109.9,106.2,3.7,8.1,1.32,11,3.4,9.5,6.6,8.4,52,58.7,19,100.04,9,3793
69,Joe Harris,BKN,26,78,27,51,25.3,105.1,108.4,-3.3,10.1,1.41,14.5,2.4,10.1,6.3,10.3,61.2,63.4,16.1,100.59,8.9,4145
69,Kyle Lowry,TOR,32,78,57,21,32.2,113.1,105.5,7.6,30.7,2.93,30.3,2.6,14.2,8.5,10.3,55.3,59.8,21.1,99.37,13.6,5197
69,Marvin Williams,CHA,32,78,33,45,25.7,108.7,107.1,1.6,6.9,1.45,12.4,3.6,14,8.9,8.5,57,60.3,14.5,100.05,9.3,4182
79,Davis Bertans,SAS,25,77,43,34,14.1,104.1,100.6,3.5,10.2,2.06,14.9,1.7,12.2,7,7.3,56.8,58.8,16.8,98.63,9.2,2237
79,DeAndre Jordan,LAC,29,77,39,38,31.5,107.9,110.3,-2.4,7.4,0.85,12,13.2,33.9,23.6,14.1,64.5,64.8,15.1,98.61,15.2,4975
79,Denzel Valentine,CHI,24,77,26,51,27.2,101.7,108.6,-6.8,17.8,2.46,22.6,2.1,16.8,9,9.1,51.7,52.7,17,99.56,9.1,4359
79,Derrick Favors,UTA,26,77,46,31,28,106.2,102.6,3.6,7.5,1.16,10.4,9.7,16.7,13.3,8.9,57.3,59.3,18.1,97.13,11.9,4351
79,Dirk Nowitzki,DAL,40,77,24,53,24.7,105.5,107.5,-2,9.8,2.35,12.4,1.2,22.7,11.8,5.3,54.7,57.5,19.9,98.8,11.9,3922
79,Harrison Barnes,DAL,26,77,24,53,34.2,103.4,109.5,-6.1,10.1,1.29,9.4,2.8,15.4,8.9,7.3,49.4,53.9,24.7,96.98,11.4,5322
79,Ian Mahinmi,WAS,31,77,42,35,14.9,106.6,105.2,1.4,6.8,0.53,11.6,11.8,15.6,13.7,21.8,55.6,60.1,15,98.51,6.1,2342
79,Jodie Meeks,WAS,30,77,41,36,14.5,102.3,109.2,-6.8,10,1.89,12.9,1.3,10.2,5.6,6.8,49.1,54.8,17.9,99.93,9.2,2332
79,Jonas Valanciunas,TOR,26,77,56,21,22.4,112.9,107.2,5.6,7.5,0.7,8.3,10.6,26.3,18.7,11.8,59,62.8,22.2,99.04,15.1,3576
79,Josh Jackson,PHX,21,77,19,58,25.4,98.6,110.3,-11.7,10.5,0.82,9,4.4,12.3,8.3,11,44.8,48,25.3,103.23,7.2,4195
79,Kyle Kuzma,LAL,22,77,34,43,31.2,105.3,107.5,-2.2,9.1,1.01,10,3.5,15.4,9.5,10,52.7,54.9,21.9,101.81,10.4,5088
79,Kyle O'Quinn,NYK,28,77,28,49,18,105.6,106.8,-1.1,16.6,1.58,22.7,9,24.2,16.8,14.4,58.9,62.5,16.8,98.76,13.7,2851
79,Otto Porter Jr.,WAS,25,77,42,35,31.6,110.3,105.1,5.1,9.6,2.09,13.4,4.4,16.1,10.4,6.4,58.1,60.2,18.2,97.75,12.4,4966
79,Pau Gasol,SAS,37,77,45,32,23.5,102.6,101.6,1,20.8,2.2,22.3,6.9,25.6,16.4,10.1,49.2,53.9,20.1,97,15,3674
79,Ricky Rubio,UTA,27,77,44,33,29.3,105.9,101.2,4.7,28.3,1.98,26.5,2,13.9,8,13.4,47.6,53.7,22.2,97.48,11.5,4575
79,Wayne Ellington,MIA,30,77,42,35,26.5,106.8,104.6,2.2,6,1.52,9.3,1.1,9.4,5.3,6.1,56.9,58.8,16.7,96.12,8.5,4105
95,Courtney Lee,NYK,32,76,27,49,30.4,105.3,110.8,-5.5,11.3,2.14,16.9,1.3,8.2,4.8,7.9,52.9,56.4,16.5,98.02,8.5,4718
95,Fred VanVleet,TOR,24,76,55,21,20,112.2,101.1,11.1,23.1,3.28,26.9,1.6,10.2,6,8.2,52.5,55.6,18.8,97.76,11.1,3100
95,John Henson,MIL,27,76,39,37,25.9,111.2,106.3,4.9,8.3,1.36,14.8,8.3,18.5,13.6,10.9,57.3,58.2,14.9,97.18,9.7,3974
95,Kelly Olynyk,MIA,27,76,42,34,23.4,110,104.6,5.3,18,1.41,19.4,5.2,20,12.6,13.8,58,61.2,21.3,96.5,12.2,3596
95,Mike Scott,WAS,29,76,39,37,18.5,105.6,107.6,-2,9.3,1.01,11.2,3.6,14.1,8.8,11.1,59,59.9,19.4,99.15,9.6,2894
95,Montrezl Harrell,LAC,24,76,39,37,17,109.1,107,2.1,9.3,1.09,9.5,8.1,14.6,11.5,8.7,63.6,64.7,22.7,102.39,14.4,2756
95,Serge Ibaka,TOR,28,76,53,23,27.5,112.8,106.1,6.8,4.4,0.69,6.3,3.7,18.3,11.2,9.1,55.2,57.4,18.9,99.68,9.8,4353
95,Steven Adams,OKC,24,76,43,33,32.7,112.1,105.7,6.4,5.1,0.69,8.3,14.2,12.3,13.3,12.1,62.9,63,16,98.84,10.9,5119
95,T.J. McConnell,PHI,26,76,50,26,22.5,103,104.4,-1.4,25.8,2.71,35.5,2.1,10,6.2,13.1,53.1,54.5,13.4,102.41,9.9,3631
104,Alex Abrines,OKC,24,75,42,33,15.1,107.7,106.5,1.2,3.6,1.12,7.7,2.1,7.9,4.9,6.9,54,56.7,12.6,97.91,4.8,2320
104,Allen Crabbe,BKN,26,75,25,50,29.3,106.9,108.8,-1.9,8.2,1.5,11,1.2,13,7,7.3,52.9,55.8,18.3,100.98,8.4,4627
104,Anthony Davis,NOP,25,75,45,30,36.4,109.2,104.3,5,10.4,1.07,8.5,7,21.3,14.6,7.9,55.2,61.2,29.1,102.71,18.8,5838
104,D.J. Augustin,ORL,30,75,23,52,23.5,102.5,106.3,-3.8,25.1,2.33,27.9,1.6,7.2,4.4,11.9,55.7,61.5,18.2,99.57,10.7,3656
104,Giannis Antetokounmpo,MIL,23,75,39,36,36.7,109.4,106.5,2.8,23.7,1.62,15.9,6,21.8,14.1,9.8,54.5,59.8,30.7,97.61,18.6,5600
104,Goran Dragic,MIA,32,75,39,36,31.7,106.2,106,0.2,24.5,2.16,20.9,2.3,10.5,6.4,9.7,50.2,54.3,25,97.49,11.5,4834
104,LaMarcus Aldridge,SAS,32,75,45,30,33.4,108.7,103.3,5.4,11.1,1.37,8.6,9.8,15.6,12.7,6.3,52,57,28.8,94.67,15.9,4955
104,Mario Hezonja,ORL,23,75,21,54,22.1,103.6,109.6,-6,10.1,1.23,12.4,2.4,14.4,8.4,10.1,51.5,54.4,19.7,98.69,9.4,3407
104,Nikola Jokic,DEN,23,75,43,32,32.6,114,107.8,6.2,28.6,2.18,25.3,8.1,25.4,16.8,11.6,55.4,60.3,23.8,97.52,16.9,4983
104,Tony Snell,MIL,26,75,42,33,27.4,109.4,110.3,-0.9,6.4,2.72,16.9,0.5,6.6,3.6,6.2,56.2,57.8,10.5,97.9,5.1,4180
104,Victor Oladipo,IND,26,75,48,27,34,109.9,104,5.9,20.9,1.47,15.8,1.9,13.2,7.7,10.7,53.7,57.7,29.5,98.04,14.8,5225
115,Amir Johnson,PHI,31,74,47,27,15.8,102.5,101,1.5,13.7,2.15,25,10.2,16.9,13.6,11.7,55.8,57.5,12.5,103.67,8.8,2513
115,Brook Lopez,LAL,30,74,34,40,23.4,106.2,108.6,-2.3,11.3,1.29,11.7,4.1,12,8.1,9.1,53.6,55.7,23,102.03,9.2,3692
115,Clint Capela,HOU,24,74,62,12,27.5,114.2,104.9,9.3,5.5,0.66,7.1,11.9,27.8,19.8,10.8,65.2,65,19,98.05,15.5,4151
115,Domantas Sabonis,IND,22,74,45,29,24.5,107.2,105.8,1.4,12.7,1.1,14.4,9.3,22.7,16,13.1,52.4,56.7,21.4,97.76,12.1,3678
115,Eric Bledsoe,MIL,28,74,40,34,31.4,110.7,107.9,2.7,24.6,1.71,21.6,2.3,10,6.3,12.6,53.6,58.2,25.4,98.57,12.5,4763
115,Ian Clark,NOP,27,74,43,31,19.7,107.1,106,1,10.7,1.93,16.1,0.7,7.4,4.3,8.4,51.1,52.9,16.8,102.08,6.2,3090
115,Jerian Grant,CHI,25,74,24,50,22.8,102,109.1,-7.1,31.4,3.84,33.9,1.7,8.4,4.9,8.8,47.6,52.8,17.2,98.24,9.5,3448
115,John Collins,ATL,20,74,21,53,24.1,101,107.3,-6.2,9,0.93,11.9,9.4,20.1,14.7,12.7,59.1,62,17.4,99.88,11.9,3719
115,Jonas Jerebko,UTA,31,74,45,29,15.3,105.9,104.2,1.7,5.7,1.56,9.7,4.8,17.5,11.2,6.2,56.2,58.6,15.1,97.65,9.1,2314
115,Kentavious Caldwell-Pope,LAL,25,74,31,43,33.2,106.5,107.4,-0.9,9.3,1.67,14.3,2.3,12.7,7.5,8.6,52.6,56.1,16.5,101.4,9.2,5190
115,Kyle Anderson,SAS,24,74,41,33,26.7,105.3,102,3.3,14.6,2.15,25.3,4.3,15.8,10,11.8,54.9,58.2,13.3,96.75,11.1,3991
115,Mason Plumlee,DEN,28,74,40,34,19.5,107.5,108.2,-0.7,14.5,1.39,20.6,9.2,18.2,13.8,14.8,60.1,58.6,16.1,99.99,9.8,2984
115,Michael Beasley,NYK,29,74,24,50,22.3,106.6,110.6,-4,12.2,0.86,10.8,5.7,19.1,12.3,12.6,52.8,55.6,26.1,98.96,12.2,3409
115,Michael Kidd-Gilchrist,CHA,24,74,34,40,25,109,107.2,1.8,5.7,1.34,9.3,4.4,11.5,7.9,7,50.4,53.6,15.9,99.95,7.4,3844
115,O.G. Anunoby,TOR,20,74,51,23,20,113,103,10,4.9,1.22,11.7,3,9,6.1,9.5,57.7,58.7,12.1,99.62,5.6,3068
115,Shabazz Napier,POR,26,74,46,28,20.7,106,103.6,2.4,14.9,1.67,18.1,1.7,9,5.4,10.8,49.7,54.4,19.2,97.3,9.9,3117
115,Thon Maker,MIL,21,74,40,34,16.7,105.8,110.8,-5,5.5,1.05,10.3,6.4,13,9.7,9.8,46,49.9,14.7,97.25,5,2491
